"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"59058_at"	"7.54e-01"	"6.04e-01"	"-0.520287"	"-6.3563"	"-0.0597605"	"ELAVL1"	"ELAV like RNA binding protein 1"
"50497_at"	"7.54e-01"	"6.04e-01"	"-0.520235"	"-6.35632"	"-0.1180882"	"RBM24"	"RNA binding motif protein 24"
"48912_at"	"7.55e-01"	"6.04e-01"	"-0.519907"	"-6.35649"	"-0.0879344"	"ODF2L"	"outer dense fiber of sperm tails 2-like"
"55085_at"	"7.55e-01"	"6.04e-01"	"-0.519742"	"-6.35657"	"-0.0483755"	"WDR59"	"WD repeat domain 59"
"49643_at"	"7.55e-01"	"6.04e-01"	"0.519265"	"-6.35682"	"0.1049865"	""	""
"55185_at"	"7.55e-01"	"6.04e-01"	"0.5192"	"-6.35685"	"0.08897"	"CHORDC1"	"cysteine and histidine-rich domain (CHORD) containing 1"
"46940_r_at"	"7.55e-01"	"6.04e-01"	"0.51901"	"-6.35695"	"0.1051654"	"POMP"	"proteasome maturation protein"
"47904_at"	"7.56e-01"	"6.05e-01"	"-0.518413"	"-6.35725"	"-0.0717095"	""	""
"49784_at"	"7.56e-01"	"6.05e-01"	"0.518274"	"-6.35732"	"0.1006048"	"GPATCH2"	"G patch domain containing 2"
"46265_at"	"7.56e-01"	"6.05e-01"	"0.517766"	"-6.35758"	"0.0468055"	"FAR1"	"fatty acyl CoA reductase 1"
"57180_at"	"7.56e-01"	"6.06e-01"	"0.517236"	"-6.35785"	"0.0836405"	"TENM3"	"teneurin transmembrane protein 3"
"56188_at"	"7.56e-01"	"6.06e-01"	"-0.517013"	"-6.35796"	"-0.0767527"	""	""
"46784_at"	"7.56e-01"	"6.06e-01"	"0.516931"	"-6.358"	"0.1019983"	""	""
"54968_at"	"7.56e-01"	"6.06e-01"	"0.516868"	"-6.35804"	"0.0820734"	"HMGCS1"	"3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)"
"53204_at"	"7.56e-01"	"6.06e-01"	"0.516821"	"-6.35806"	"0.0576298"	"UBA6"	"ubiquitin-like modifier activating enzyme 6"
"42436_at"	"7.56e-01"	"6.06e-01"	"0.516646"	"-6.35815"	"0.062371"	"B3GNTL1"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
"46864_at"	"7.56e-01"	"6.06e-01"	"0.516554"	"-6.3582"	"0.1085296"	"HPS3"	"Hermansky-Pudlak syndrome 3"
"57012_at"	"7.56e-01"	"6.06e-01"	"0.516488"	"-6.35823"	"0.0752799"	"KRTDAP"	"keratinocyte differentiation-associated protein"
"43822_s_at"	"7.57e-01"	"6.06e-01"	"0.516276"	"-6.35834"	"0.0500178"	"ORMDL1"	"ORMDL sphingolipid biosynthesis regulator 1"
"52325_at"	"7.57e-01"	"6.07e-01"	"-0.515973"	"-6.35849"	"-0.0872664"	"RGS14"	"regulator of G-protein signaling 14"
"46642_at"	"7.57e-01"	"6.07e-01"	"-0.515851"	"-6.35855"	"-0.1029501"	"GRIK3"	"glutamate receptor, ionotropic, kainate 3"
"56833_at"	"7.57e-01"	"6.07e-01"	"-0.51534"	"-6.35881"	"-0.0909457"	"TMEM44"	"transmembrane protein 44"
"47100_at"	"7.58e-01"	"6.07e-01"	"-0.514734"	"-6.35912"	"-0.0879143"	"TAPT1"	"transmembrane anterior posterior transformation 1"
"42032_at"	"7.58e-01"	"6.08e-01"	"-0.514509"	"-6.35923"	"-0.0888991"	""	""
"52962_g_at"	"7.58e-01"	"6.08e-01"	"0.51421"	"-6.35938"	"0.0433271"	"RAB6B"	"RAB6B, member RAS oncogene family"
"47313_at"	"7.58e-01"	"6.08e-01"	"0.514067"	"-6.35945"	"0.0620508"	"FAAH2"	"fatty acid amide hydrolase 2"
"53786_at"	"7.58e-01"	"6.08e-01"	"-0.513917"	"-6.35953"	"-0.0464401"	"SLCO4A1"	"solute carrier organic anion transporter family, member 4A1"
"54463_at"	"7.58e-01"	"6.08e-01"	"0.513521"	"-6.35973"	"0.051631"	"RHBDD1"	"rhomboid domain containing 1"
"52372_at"	"7.58e-01"	"6.08e-01"	"-0.513512"	"-6.35973"	"-0.0619249"	""	""
"54016_s_at"	"7.58e-01"	"6.08e-01"	"-0.513353"	"-6.35981"	"-0.0599707"	"FAM45A"	"family with sequence similarity 45, member A"
"55532_at"	"7.58e-01"	"6.08e-01"	"0.513285"	"-6.35985"	"0.0939321"	"PRSS54"	"protease, serine, 54"
"42220_at"	"7.58e-01"	"6.08e-01"	"-0.513221"	"-6.35988"	"-0.0813228"	""	""
"54298_at"	"7.58e-01"	"6.09e-01"	"-0.513106"	"-6.35994"	"-0.1122166"	""	""
"51669_r_at"	"7.58e-01"	"6.09e-01"	"0.513067"	"-6.35996"	"0.0600715"	"FAM83A"	"family with sequence similarity 83, member A"
"58280_at"	"7.58e-01"	"6.09e-01"	"0.5128"	"-6.36009"	"0.1027776"	"ZCCHC9"	"zinc finger, CCHC domain containing 9"
"56798_at"	"7.58e-01"	"6.09e-01"	"0.512686"	"-6.36015"	"0.0511821"	"ARID3B"	"AT rich interactive domain 3B (BRIGHT-like)"
"54079_at"	"7.58e-01"	"6.09e-01"	"0.512613"	"-6.36019"	"0.0882284"	"SEC11C"	"SEC11 homolog C (S. cerevisiae)"
"59352_at"	"7.58e-01"	"6.09e-01"	"-0.512605"	"-6.36019"	"-0.0924699"	"ATF1"	"activating transcription factor 1"
"42979_at"	"7.59e-01"	"6.09e-01"	"0.512104"	"-6.36044"	"0.083099"	"AGO4"	"argonaute RISC catalytic component 4"
"58066_at"	"7.59e-01"	"6.09e-01"	"-0.511898"	"-6.36055"	"-0.0800565"	""	""
"43011_at"	"7.59e-01"	"6.09e-01"	"0.511808"	"-6.36059"	"0.0710758"	"ST3GAL4-AS1"	"ST3GAL4 antisense RNA 1 (head to head)"
"44670_at"	"7.59e-01"	"6.10e-01"	"-0.511156"	"-6.36092"	"-0.0922324"	"TRAK1"	"trafficking protein, kinesin binding 1"
"47813_at"	"7.59e-01"	"6.10e-01"	"-0.510922"	"-6.36104"	"-0.0779353"	"DGKE"	"diacylglycerol kinase, epsilon 64kDa"
"45903_at"	"7.59e-01"	"6.10e-01"	"-0.510796"	"-6.3611"	"-0.0912377"	"TRAK1"	"trafficking protein, kinesin binding 1"
"45064_at"	"7.60e-01"	"6.10e-01"	"-0.510406"	"-6.36129"	"-0.114422"	""	""
"59098_s_at"	"7.60e-01"	"6.10e-01"	"0.510338"	"-6.36133"	"0.0996633"	""	""
"58816_r_at"	"7.60e-01"	"6.11e-01"	"-0.510286"	"-6.36135"	"-0.1260112"	"LOC100129203"	"uncharacterized LOC100129203"
"55836_at"	"7.60e-01"	"6.11e-01"	"-0.510161"	"-6.36142"	"-0.1047688"	"ITGB8"	"integrin, beta 8"
"46776_at"	"7.60e-01"	"6.11e-01"	"0.510005"	"-6.3615"	"0.1120398"	""	""
"46643_at"	"7.60e-01"	"6.11e-01"	"-0.509991"	"-6.3615"	"-0.1073228"	"FAM19A1"	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A1"
"46564_at"	"7.60e-01"	"6.11e-01"	"0.509704"	"-6.36165"	"0.0640698"	"CNNM4"	"cyclin and CBS domain divalent metal cation transport mediator 4"
"48166_at"	"7.60e-01"	"6.11e-01"	"0.509508"	"-6.36174"	"0.0749886"	""	""
"47118_g_at"	"7.60e-01"	"6.11e-01"	"0.509457"	"-6.36177"	"0.0537371"	"FGD4"	"FYVE, RhoGEF and PH domain containing 4"
"48329_at"	"7.60e-01"	"6.11e-01"	"0.5094"	"-6.3618"	"0.0915263"	"TLR10"	"toll-like receptor 10"
"42442_at"	"7.60e-01"	"6.11e-01"	"-0.509392"	"-6.3618"	"-0.0979509"	"KCNT2"	"potassium channel, subfamily T, member 2"
"47642_at"	"7.60e-01"	"6.11e-01"	"0.509373"	"-6.36181"	"0.0893026"	"LOC284263"	"uncharacterized LOC284263"
"43725_at"	"7.60e-01"	"6.11e-01"	"0.509007"	"-6.36199"	"0.0865188"	""	""
"44587_at"	"7.61e-01"	"6.12e-01"	"-0.508147"	"-6.36242"	"-0.0823598"	"SH3BP5"	"SH3-domain binding protein 5 (BTK-associated)"
"52214_at"	"7.61e-01"	"6.12e-01"	"0.507896"	"-6.36255"	"0.086824"	"ABHD12B"	"abhydrolase domain containing 12B"
"44650_at"	"7.61e-01"	"6.12e-01"	"0.507865"	"-6.36256"	"0.0694651"	"CREBRF"	"CREB3 regulatory factor"
"46708_at"	"7.61e-01"	"6.12e-01"	"0.507466"	"-6.36276"	"0.0589737"	"SMIM7"	"small integral membrane protein 7"
"46340_at"	"7.61e-01"	"6.13e-01"	"-0.507271"	"-6.36286"	"-0.1053371"	""	""
"48939_at"	"7.61e-01"	"6.13e-01"	"0.507105"	"-6.36294"	"0.090937"	""	""
"46025_at"	"7.61e-01"	"6.13e-01"	"0.506865"	"-6.36306"	"0.0946178"	""	""
"43447_at"	"7.61e-01"	"6.13e-01"	"-0.506844"	"-6.36307"	"-0.0510595"	"CWC27"	"CWC27 spliceosome-associated protein homolog (S. cerevisiae)"
"53620_at"	"7.62e-01"	"6.13e-01"	"-0.506428"	"-6.36328"	"-0.0716308"	"S1PR5"	"sphingosine-1-phosphate receptor 5"
"55809_at"	"7.62e-01"	"6.13e-01"	"0.506347"	"-6.36332"	"0.0865568"	""	""
"46871_r_at"	"7.62e-01"	"6.14e-01"	"-0.505694"	"-6.36364"	"-0.0714733"	"FZD2"	"frizzled class receptor 2"
"57267_at"	"7.62e-01"	"6.14e-01"	"-0.505424"	"-6.36378"	"-0.0868942"	"FXR1"	"fragile X mental retardation, autosomal homolog 1"
"50091_at"	"7.62e-01"	"6.14e-01"	"0.505166"	"-6.36391"	"0.0670415"	"LOC100287515///ZNF26"	"uncharacterized LOC100287515///zinc finger protein 26"
"46614_at"	"7.62e-01"	"6.14e-01"	"0.505043"	"-6.36397"	"0.0874327"	"SHISA7"	"shisa family member 7"
"57526_at"	"7.63e-01"	"6.14e-01"	"0.504788"	"-6.36409"	"0.0714802"	"PDCD2"	"programmed cell death 2"
"58105_at"	"7.63e-01"	"6.15e-01"	"0.504557"	"-6.36421"	"0.0486445"	"ELSPBP1"	"epididymal sperm binding protein 1"
"42875_r_at"	"7.63e-01"	"6.15e-01"	"0.504533"	"-6.36422"	"0.0594371"	""	""
"45473_at"	"7.63e-01"	"6.15e-01"	"-0.504481"	"-6.36425"	"-0.0381495"	"ZNF384"	"zinc finger protein 384"
"48173_at"	"7.63e-01"	"6.15e-01"	"0.504418"	"-6.36428"	"0.085784"	""	""
"46396_at"	"7.63e-01"	"6.15e-01"	"0.504038"	"-6.36447"	"0.0856686"	"GAPVD1"	"GTPase activating protein and VPS9 domains 1"
"48518_at"	"7.63e-01"	"6.15e-01"	"-0.50377"	"-6.3646"	"-0.0526298"	"MRI1"	"methylthioribose-1-phosphate isomerase 1"
"50960_r_at"	"7.63e-01"	"6.15e-01"	"-0.503515"	"-6.36472"	"-0.1037179"	"STOX1"	"storkhead box 1"
"43555_at"	"7.63e-01"	"6.15e-01"	"0.503291"	"-6.36483"	"0.0580813"	""	""
"48420_at"	"7.63e-01"	"6.16e-01"	"0.503018"	"-6.36497"	"0.0590427"	"ZSWIM3"	"zinc finger, SWIM-type containing 3"
"46897_at"	"7.63e-01"	"6.16e-01"	"0.502969"	"-6.36499"	"0.0401995"	"KLK5"	"kallikrein-related peptidase 5"
"46782_at"	"7.63e-01"	"6.16e-01"	"0.502893"	"-6.36503"	"0.0607866"	""	""
"47484_at"	"7.63e-01"	"6.16e-01"	"-0.502758"	"-6.3651"	"-0.1099348"	"CLEC2D"	"C-type lectin domain family 2, member D"
"50314_i_at"	"7.64e-01"	"6.16e-01"	"-0.502494"	"-6.36523"	"-0.0777293"	"C20orf27"	"chromosome 20 open reading frame 27"
"57952_at"	"7.64e-01"	"6.16e-01"	"0.502321"	"-6.36531"	"0.0802113"	"MBP"	"myelin basic protein"
"57494_at"	"7.64e-01"	"6.16e-01"	"-0.502279"	"-6.36533"	"-0.0793342"	"CENPBD1"	"CENPB DNA-binding domains containing 1"
"46207_at"	"7.64e-01"	"6.16e-01"	"-0.502199"	"-6.36537"	"-0.0826797"	"CCT5"	"chaperonin containing TCP1, subunit 5 (epsilon)"
"42524_at"	"7.64e-01"	"6.16e-01"	"0.501734"	"-6.3656"	"0.1002527"	""	""
"55183_r_at"	"7.64e-01"	"6.17e-01"	"0.501553"	"-6.36569"	"0.0793252"	"THUMPD3"	"THUMP domain containing 3"
"43604_at"	"7.64e-01"	"6.17e-01"	"0.500947"	"-6.36599"	"0.071976"	"UVSSA"	"UV-stimulated scaffold protein A"
"43339_at"	"7.65e-01"	"6.17e-01"	"0.500659"	"-6.36613"	"0.0955645"	"KCNQ3"	"potassium voltage-gated channel, KQT-like subfamily, member 3"
"55208_at"	"7.65e-01"	"6.18e-01"	"0.500187"	"-6.36636"	"0.0795113"	""	""
"46097_at"	"7.65e-01"	"6.18e-01"	"0.500177"	"-6.36637"	"0.0473343"	"NAIF1"	"nuclear apoptosis inducing factor 1"
"49760_at"	"7.65e-01"	"6.18e-01"	"0.500065"	"-6.36642"	"0.098947"	""	""
"52277_at"	"7.65e-01"	"6.18e-01"	"0.499832"	"-6.36654"	"0.0660899"	"CD22"	"CD22 molecule"
"57882_at"	"7.65e-01"	"6.18e-01"	"-0.499581"	"-6.36666"	"-0.0907285"	"PSPC1"	"paraspeckle component 1"
"55596_at"	"7.65e-01"	"6.18e-01"	"-0.499502"	"-6.3667"	"-0.0421952"	"TMED8"	"transmembrane emp24 protein transport domain containing 8"
"46281_at"	"7.65e-01"	"6.18e-01"	"-0.499168"	"-6.36686"	"-0.0659764"	"SLC39A1"	"solute carrier family 39 (zinc transporter), member 1"
"53776_at"	"7.66e-01"	"6.19e-01"	"-0.498752"	"-6.36707"	"-0.0731519"	"NAPB"	"N-ethylmaleimide-sensitive factor attachment protein, beta"
"52045_at"	"7.66e-01"	"6.19e-01"	"-0.498655"	"-6.36711"	"-0.0857163"	"EVA1A"	"eva-1 homolog A (C. elegans)"
"45264_at"	"7.66e-01"	"6.19e-01"	"-0.49856"	"-6.36716"	"-0.0489871"	"THAP4"	"THAP domain containing 4"
"55611_at"	"7.66e-01"	"6.19e-01"	"-0.498263"	"-6.36731"	"-0.0387555"	"ILF3"	"interleukin enhancer binding factor 3, 90kDa"
"43253_at"	"7.66e-01"	"6.19e-01"	"0.498242"	"-6.36732"	"0.0875744"	""	""
"59091_at"	"7.66e-01"	"6.19e-01"	"-0.497828"	"-6.36752"	"-0.0461912"	""	""
"47916_at"	"7.66e-01"	"6.19e-01"	"0.497807"	"-6.36753"	"0.0842968"	"SYT7"	"synaptotagmin VII"
"54414_at"	"7.66e-01"	"6.19e-01"	"0.497544"	"-6.36766"	"0.052664"	"NMNAT1"	"nicotinamide nucleotide adenylyltransferase 1"
"42301_at"	"7.66e-01"	"6.19e-01"	"0.497517"	"-6.36767"	"0.0848522"	""	""
"50293_at"	"7.66e-01"	"6.19e-01"	"0.497488"	"-6.36768"	"0.0484868"	"AGPAT3"	"1-acylglycerol-3-phosphate O-acyltransferase 3"
"46019_at"	"7.66e-01"	"6.20e-01"	"0.496996"	"-6.36792"	"0.0657747"	""	""
"52981_at"	"7.67e-01"	"6.20e-01"	"0.496858"	"-6.36799"	"0.1006899"	"PHF6"	"PHD finger protein 6"
"54504_at"	"7.67e-01"	"6.20e-01"	"0.496112"	"-6.36836"	"0.0600855"	"CLVS1"	"clavesin 1"
"55691_at"	"7.67e-01"	"6.21e-01"	"-0.495628"	"-6.36859"	"-0.066215"	"USP40"	"ubiquitin specific peptidase 40"
"41943_at"	"7.68e-01"	"6.21e-01"	"-0.49543"	"-6.36869"	"-0.0398555"	""	""
"51867_at"	"7.68e-01"	"6.21e-01"	"-0.494808"	"-6.36899"	"-0.0885839"	""	""
"45666_at"	"7.68e-01"	"6.21e-01"	"0.494623"	"-6.36908"	"0.0434478"	"PHTF2"	"putative homeodomain transcription factor 2"
"58790_at"	"7.68e-01"	"6.22e-01"	"0.49435"	"-6.36921"	"0.0963801"	"THAP7-AS1"	"THAP7 antisense RNA 1"
"48577_at"	"7.68e-01"	"6.22e-01"	"-0.49404"	"-6.36936"	"-0.0409609"	"DBNL"	"drebrin-like"
"43972_at"	"7.68e-01"	"6.22e-01"	"0.493946"	"-6.36941"	"0.0391635"	"FBXW9"	"F-box and WD repeat domain containing 9"
"43859_g_at"	"7.69e-01"	"6.22e-01"	"0.493707"	"-6.36952"	"0.0737082"	"PDE3B"	"phosphodiesterase 3B, cGMP-inhibited"
"47279_r_at"	"7.69e-01"	"6.22e-01"	"0.493583"	"-6.36958"	"0.0881939"	""	""
"46029_r_at"	"7.69e-01"	"6.22e-01"	"-0.493271"	"-6.36974"	"-0.1178022"	"VAPA"	"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa"
"58523_at"	"7.69e-01"	"6.23e-01"	"-0.492922"	"-6.3699"	"-0.0468815"	"SSU72"	"SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)"
"44167_r_at"	"7.69e-01"	"6.23e-01"	"0.492864"	"-6.36993"	"0.1186708"	""	""
"46036_at"	"7.69e-01"	"6.23e-01"	"-0.492855"	"-6.36994"	"-0.0957362"	"KRT222"	"keratin 222"
"43386_r_at"	"7.70e-01"	"6.23e-01"	"0.492072"	"-6.37032"	"0.0490645"	"ALKBH2"	"alkB, alkylation repair homolog 2 (E. coli)"
"44333_at"	"7.70e-01"	"6.23e-01"	"0.491849"	"-6.37042"	"0.0840185"	"LOC100287598"	"uncharacterized LOC100287598"
"44082_at"	"7.70e-01"	"6.23e-01"	"-0.491808"	"-6.37044"	"-0.0590175"	"COMMD5"	"COMM domain containing 5"
"48567_at"	"7.70e-01"	"6.24e-01"	"-0.491451"	"-6.37061"	"-0.0875486"	"WDYHV1"	"WDYHV motif containing 1"
"46462_at"	"7.70e-01"	"6.24e-01"	"0.491398"	"-6.37064"	"0.0672781"	""	""
"45810_at"	"7.70e-01"	"6.24e-01"	"-0.491339"	"-6.37067"	"-0.1142348"	"BHLHE41"	"basic helix-loop-helix family, member e41"
"56764_at"	"7.70e-01"	"6.24e-01"	"0.491321"	"-6.37068"	"0.0600423"	"TCF4"	"transcription factor 4"
"45088_at"	"7.70e-01"	"6.24e-01"	"0.49124"	"-6.37072"	"0.0875784"	""	""
"50251_at"	"7.70e-01"	"6.24e-01"	"-0.490838"	"-6.37091"	"-0.0688479"	"FAM213B"	"family with sequence similarity 213, member B"
"44135_at"	"7.70e-01"	"6.24e-01"	"-0.490708"	"-6.37097"	"-0.0417483"	"UBP1"	"upstream binding protein 1 (LBP-1a)"
"50135_at"	"7.71e-01"	"6.25e-01"	"-0.48983"	"-6.3714"	"-0.0578736"	"HRCT1"	"histidine rich carboxyl terminus 1"
"46552_at"	"7.71e-01"	"6.25e-01"	"-0.489788"	"-6.37142"	"-0.1054936"	""	""
"45612_at"	"7.71e-01"	"6.25e-01"	"0.489654"	"-6.37148"	"0.0705233"	"UNK"	"unkempt family zinc finger"
"43170_at"	"7.71e-01"	"6.25e-01"	"0.48956"	"-6.37153"	"0.0504994"	"ANKRD17"	"ankyrin repeat domain 17"
"47155_at"	"7.71e-01"	"6.25e-01"	"0.489502"	"-6.37155"	"0.0840062"	""	""
"42225_at"	"7.71e-01"	"6.25e-01"	"0.48939"	"-6.37161"	"0.0832914"	"FGF16"	"fibroblast growth factor 16"
"43252_r_at"	"7.71e-01"	"6.25e-01"	"0.489317"	"-6.37164"	"0.0859873"	"AGO3"	"argonaute RISC catalytic component 3"
"53512_at"	"7.71e-01"	"6.26e-01"	"-0.488784"	"-6.3719"	"-0.0888093"	"WDR33"	"WD repeat domain 33"
"52787_at"	"7.71e-01"	"6.26e-01"	"-0.488763"	"-6.37191"	"-0.0760515"	"FAM184A"	"family with sequence similarity 184, member A"
"52811_at"	"7.71e-01"	"6.26e-01"	"0.488676"	"-6.37195"	"0.049278"	"ARNT"	"aryl hydrocarbon receptor nuclear translocator"
"51361_at"	"7.71e-01"	"6.26e-01"	"-0.488643"	"-6.37197"	"-0.1025071"	"LOC100130428"	"IGYY565"
"56249_at"	"7.71e-01"	"6.26e-01"	"-0.488476"	"-6.37205"	"-0.1061238"	"FBXO38"	"F-box protein 38"
"55041_at"	"7.71e-01"	"6.26e-01"	"-0.488333"	"-6.37211"	"-0.062096"	"SENP2"	"SUMO1/sentrin/SMT3 specific peptidase 2"
"54276_at"	"7.71e-01"	"6.26e-01"	"-0.488301"	"-6.37213"	"-0.0838122"	"SDK2"	"sidekick cell adhesion molecule 2"
"55924_at"	"7.71e-01"	"6.26e-01"	"0.488053"	"-6.37225"	"0.069728"	"FAM83A"	"family with sequence similarity 83, member A"
"55257_at"	"7.71e-01"	"6.26e-01"	"-0.487895"	"-6.37232"	"-0.0931485"	"PRND"	"prion protein 2 (dublet)"
"57011_g_at"	"7.71e-01"	"6.26e-01"	"-0.487741"	"-6.3724"	"-0.0510464"	"SCRN2"	"secernin 2"
"54552_at"	"7.72e-01"	"6.27e-01"	"0.486954"	"-6.37277"	"0.0463235"	""	""
"43627_at"	"7.72e-01"	"6.27e-01"	"-0.486418"	"-6.37303"	"-0.0789243"	""	""
"49261_i_at"	"7.73e-01"	"6.27e-01"	"0.486177"	"-6.37315"	"0.0931903"	"RBBP6"	"retinoblastoma binding protein 6"
"54491_at"	"7.73e-01"	"6.28e-01"	"0.485456"	"-6.37349"	"0.0497338"	"IQCG"	"IQ motif containing G"
"54545_r_at"	"7.73e-01"	"6.28e-01"	"0.485338"	"-6.37355"	"0.0831268"	"IDS"	"iduronate 2-sulfatase"
"48369_at"	"7.73e-01"	"6.28e-01"	"0.485196"	"-6.37361"	"0.0604986"	"PDXDC1"	"pyridoxal-dependent decarboxylase domain containing 1"
"43271_at"	"7.73e-01"	"6.28e-01"	"0.485139"	"-6.37364"	"0.0650899"	""	""
"59168_at"	"7.73e-01"	"6.28e-01"	"-0.485062"	"-6.37368"	"-0.0942324"	"UPF2"	"UPF2 regulator of nonsense transcripts homolog (yeast)"
"45615_at"	"7.73e-01"	"6.28e-01"	"0.485024"	"-6.3737"	"0.0812043"	"CCDC174"	"coiled-coil domain containing 174"
"46803_at"	"7.73e-01"	"6.28e-01"	"0.484993"	"-6.37371"	"0.1024225"	""	""
"48345_at"	"7.73e-01"	"6.28e-01"	"-0.484953"	"-6.37373"	"-0.0752662"	"PSORS1C1"	"psoriasis susceptibility 1 candidate 1"
"55602_at"	"7.73e-01"	"6.29e-01"	"0.484616"	"-6.37389"	"0.0978864"	"GTF3C3"	"general transcription factor IIIC, polypeptide 3, 102kDa"
"59412_at"	"7.73e-01"	"6.29e-01"	"0.484351"	"-6.37402"	"0.0806602"	"CHEK1"	"checkpoint kinase 1"
"44262_at"	"7.73e-01"	"6.29e-01"	"-0.484271"	"-6.37405"	"-0.078707"	""	""
"47315_at"	"7.73e-01"	"6.29e-01"	"0.484267"	"-6.37406"	"0.0850394"	""	""
"56521_at"	"7.73e-01"	"6.29e-01"	"-0.484203"	"-6.37409"	"-0.0439089"	"TIMM23"	"translocase of inner mitochondrial membrane 23 homolog (yeast)"
"53585_r_at"	"7.74e-01"	"6.29e-01"	"-0.483533"	"-6.3744"	"-0.0982868"	"SPTY2D1"	"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)"
"45725_at"	"7.74e-01"	"6.30e-01"	"0.483186"	"-6.37457"	"0.0521609"	"TMEM126B"	"transmembrane protein 126B"
"47041_at"	"7.74e-01"	"6.30e-01"	"0.483036"	"-6.37464"	"0.1099539"	"LOC100506019"	"hypothetical LOC100506019"
"48362_at"	"7.74e-01"	"6.30e-01"	"0.482846"	"-6.37473"	"0.0748403"	"YIPF4"	"Yip1 domain family, member 4"
"48333_at"	"7.74e-01"	"6.30e-01"	"-0.482361"	"-6.37496"	"-0.0819248"	"NARS2"	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"
"48113_at"	"7.75e-01"	"6.30e-01"	"0.482109"	"-6.37508"	"0.0809957"	"MARC1"	"mitochondrial amidoxime reducing component 1"
"46572_at"	"7.75e-01"	"6.30e-01"	"0.48202"	"-6.37512"	"0.0420557"	"PIGU"	"phosphatidylinositol glycan anchor biosynthesis, class U"
"52529_at"	"7.75e-01"	"6.31e-01"	"-0.481554"	"-6.37534"	"-0.1031961"	"ARHGAP42"	"Rho GTPase activating protein 42"
"53510_at"	"7.75e-01"	"6.31e-01"	"0.481377"	"-6.37542"	"0.0399497"	"USP51"	"ubiquitin specific peptidase 51"
"43250_at"	"7.75e-01"	"6.31e-01"	"-0.481323"	"-6.37545"	"-0.0806739"	"DMRTC1B///DMRTC1"	"DMRT-like family C1B///DMRT-like family C1"
"43393_at"	"7.75e-01"	"6.31e-01"	"-0.481319"	"-6.37545"	"-0.0561919"	"TNFRSF21"	"tumor necrosis factor receptor superfamily, member 21"
"51489_at"	"7.75e-01"	"6.31e-01"	"0.481266"	"-6.37548"	"0.0795461"	"UCK1"	"uridine-cytidine kinase 1"
"54377_at"	"7.75e-01"	"6.31e-01"	"0.481215"	"-6.3755"	"0.07908"	"FAM178A"	"family with sequence similarity 178, member A"
"48347_r_at"	"7.75e-01"	"6.31e-01"	"0.480798"	"-6.3757"	"0.0594813"	"OTOF"	"otoferlin"
"45039_at"	"7.75e-01"	"6.31e-01"	"0.480756"	"-6.37572"	"0.0723184"	""	""
"43682_at"	"7.75e-01"	"6.32e-01"	"-0.480423"	"-6.37588"	"-0.0626654"	"NSMAF"	"neutral sphingomyelinase (N-SMase) activation associated factor"
"53558_at"	"7.75e-01"	"6.32e-01"	"0.480296"	"-6.37594"	"0.0945159"	"UBE2V2"	"ubiquitin-conjugating enzyme E2 variant 2"
"44305_at"	"7.75e-01"	"6.32e-01"	"0.480175"	"-6.37599"	"0.0898414"	""	""
"58070_at"	"7.75e-01"	"6.32e-01"	"0.479988"	"-6.37608"	"0.0506143"	"CPSF7"	"cleavage and polyadenylation specific factor 7, 59kDa"
"42483_g_at"	"7.75e-01"	"6.32e-01"	"-0.479976"	"-6.37609"	"-0.0797938"	"C7orf34"	"chromosome 7 open reading frame 34"
"46294_at"	"7.75e-01"	"6.32e-01"	"0.479881"	"-6.37613"	"0.0614123"	"TSPAN5"	"tetraspanin 5"
"56219_at"	"7.75e-01"	"6.32e-01"	"0.479723"	"-6.37621"	"0.0631954"	"APIP"	"APAF1 interacting protein"
"48279_at"	"7.76e-01"	"6.32e-01"	"0.479549"	"-6.37629"	"0.084667"	""	""
"51285_at"	"7.76e-01"	"6.32e-01"	"0.479517"	"-6.3763"	"0.064492"	"TULP4"	"tubby like protein 4"
"50442_at"	"7.76e-01"	"6.32e-01"	"0.479216"	"-6.37644"	"0.0767643"	""	""
"50909_at"	"7.76e-01"	"6.33e-01"	"0.478964"	"-6.37656"	"0.0733412"	"UBE2D2"	"ubiquitin-conjugating enzyme E2D 2"
"42556_at"	"7.76e-01"	"6.33e-01"	"0.478937"	"-6.37658"	"0.0849632"	""	""
"53007_at"	"7.76e-01"	"6.33e-01"	"0.478754"	"-6.37666"	"0.0514374"	"MRPL32"	"mitochondrial ribosomal protein L32"
"55795_at"	"7.76e-01"	"6.33e-01"	"0.478487"	"-6.37679"	"0.0821282"	"IGFL3"	"IGF-like family member 3"
"44416_at"	"7.76e-01"	"6.33e-01"	"0.478439"	"-6.37681"	"0.117897"	""	""
"44336_at"	"7.76e-01"	"6.33e-01"	"0.478296"	"-6.37688"	"0.0780085"	""	""
